20638,25831,3
18968,27612,3
20976,30349,3
21161,25907,3
18605,25369,3
21071,26330,3
18905,27150,3
20451,25774,3
19271,28150,3
21038,24117,3
30721,42679,2
30003,43465,2
30024,42745,2
30314,43716,2
29884,41038,2
